port,jdate,P,Y,D,R,E,PE,vwret,n
B,1965-12-31,50.0,0.03455016481448023,1.7275082407240114,,,,0.008428563902246828,
B,1966-01-31,50.232505684258754,0.034754432181944635,1.7458022121327192,,,,0.0013122051314591458,
B,1966-02-28,49.059125581284576,0.029731059848941768,1.4585797987939217,,,,-0.016177425029199593,0.0
B,1966-03-31,48.127881375218976,0.02970055333267343,1.4294247075732716,,,,-0.021013033809573707,0.0
B,1966-04-30,49.11994023361447,0.028987348050851666,1.4238568037888149,,,,0.019758335929786087,0.0
B,1966-05-31,46.615331741527314,0.03202315190384397,1.4927698494070087,,,,-0.04493995513579249,0.0
B,1966-06-30,45.9493508308453,0.03260959836486208,1.498389875720007,,,,-0.013437506333629263,5.0
B,1966-07-31,45.415857643033775,0.03259585738008241,1.4803688185264545,,,,-0.011668860056568595,6.0
B,1966-08-31,41.911678499489405,0.03439273311692853,1.4414571731154506,,,,-0.07120117888402425,6.0
B,1966-09-30,41.75921886697984,0.03439027677596995,1.4361110947837432,,,,-0.002588441534384171,6.0
B,1966-10-31,43.850138589976936,0.032815033517910264,1.4389437675951036,,,,0.05256971487961558,7.0
B,1966-11-30,44.26699129077132,0.03786192920899282,1.6760336905462854,,,,0.01242960600630328,7.0
B,1966-12-31,44.49497009859358,0.03808445779309323,1.6945668107248328,,,,0.0009794057705692506,7.0
B,1967-01-31,47.45124560104979,0.03593885285827707,1.7053433335980954,,,,0.07065907577954865,7.0
B,1967-02-28,47.596932461864704,0.03231945601579555,1.5383069651880277,,,,0.007449447312100597,271.0
B,1967-03-31,49.36776298459941,0.030364649032637546,1.499034796553796,,,,0.04027741830978281,271.0
B,1967-04-30,51.493505476402255,0.029022538337053247,1.4944722367981458,,,,0.042538274264742396,271.0
B,1967-05-31,48.939909774995655,0.030839046287540348,1.5092601428591392,0.025670037400952136,1.2562893143233616,38.95592298447172,-0.047887390809078625,271.0
B,1967-06-30,49.62978917253839,0.03050994635537686,1.5142022052828095,0.031640412168203486,1.5703069852401572,31.60515086478341,0.014953605088541377,271.0
B,1967-07-31,52.15109109214674,0.028548418845884306,1.4888311917684711,0.03724663318110491,1.9424525599035776,26.848064230065674,0.043937999406400224,290.0
B,1967-08-31,51.533403753226814,0.029021813905218484,1.4955928536286365,0.04297284540740634,2.2145369928048697,23.270509330239758,-0.008333380532768926,295.0
